Date Rptd,DR. NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1
12/02/2015 12:00:00 AM,150325707,12/01/2015 12:00:00 AM,2100,03,Southwest,0326,510,VEHICLE - STOLEN,IC,Invest Cont,         ADAMS                        BL,   RAYMOND                      AV,"(34.0328, -118.2975)"
12/02/2015 12:00:00 AM,150325736,12/01/2015 12:00:00 AM,1405,03,Southwest,0357,901,VIOLATION OF RESTRAINING ORDER,IC,Invest Cont, 1100    EXPOSITION                   BL,,"(34.0182, -118.2944)"
12/02/2015 12:00:00 AM,150325753,12/01/2015 12:00:00 AM,2100,03,Southwest,0331,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 2600 S  HARCOURT                     AV,,"(34.0326, -118.3460)"
12/02/2015 12:00:00 AM,150325756,12/01/2015 12:00:00 AM,1730,03,Southwest,0356,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 1500 W  37TH                         PL,,"(34.0200, -118.3029)"
12/02/2015 12:00:00 AM,150417587,12/01/2015 12:00:00 AM,1830,04,Hollenbeck,0455,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 2100    JUDSON                       ST,,"(34.0531, -118.2086)"
12/02/2015 12:00:00 AM,150417588,12/01/2015 12:00:00 AM,1830,04,Hollenbeck,0455,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 2100    JUDSON                       ST,,"(34.0531, -118.2086)"
12/02/2015 12:00:00 AM,150417595,12/01/2015 12:00:00 AM,2355,04,Hollenbeck,0422,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 2200    GATES                        ST,,"(34.0703, -118.2064)"
12/02/2015 12:00:00 AM,150417596,12/01/2015 12:00:00 AM,1930,04,Hollenbeck,0464,510,VEHICLE - STOLEN,IC,Invest Cont, 2100 E  2ND                          ST,,"(34.0440, -118.2143)"
12/02/2015 12:00:00 AM,150417623,12/01/2015 12:00:00 AM,1530,04,Hollenbeck,0438,920,KIDNAPPING - GRAND ATTEMPT,IC,Invest Cont,         HOLLISTER,   ALHAMBRA,"(34.0771, -118.1681)"
12/02/2015 12:00:00 AM,150417624,12/01/2015 12:00:00 AM,2130,04,Hollenbeck,0497,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 3300    ESTRADA                      ST,,"(34.0217, -118.2075)"
12/02/2015 12:00:00 AM,150518921,12/01/2015 12:00:00 AM,2355,05,Harbor,0561,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 1400 W  9TH                          ST,,"(33.7361, -118.3077)"
12/02/2015 12:00:00 AM,150518924,12/01/2015 12:00:00 AM,1400,05,Harbor,0557,510,VEHICLE - STOLEN,IC,Invest Cont,  600 W  6TH                          ST,,"(33.7388, -118.2901)"
12/02/2015 12:00:00 AM,150518927,12/01/2015 12:00:00 AM,2130,05,Harbor,0567,510,VEHICLE - STOLEN,IC,Invest Cont, 1500 S  CENTRE                       ST,,"(33.7306, -118.2836)"
12/02/2015 12:00:00 AM,150518928,12/01/2015 12:00:00 AM,2030,05,Harbor,0585,510,VEHICLE - STOLEN,IC,Invest Cont,  800 W  24TH                         ST,,"(33.7225, -118.2946)"
12/02/2015 12:00:00 AM,150518929,12/01/2015 12:00:00 AM,2000,05,Harbor,0513,510,VEHICLE - STOLEN,IC,Invest Cont,         PACIFIC COAST                HY,   FRAMPTON,"(33.7895, -118.2999)"
12/02/2015 12:00:00 AM,150518930,12/01/2015 12:00:00 AM,0945,05,Harbor,0517,310,BURGLARY,IC,Invest Cont, 1000    BANNING                      BL,,"(33.7832, -118.2581)"
12/02/2015 12:00:00 AM,150518944,12/01/2015 12:00:00 AM,1800,05,Harbor,0585,354,THEFT OF IDENTITY,IC,Invest Cont, 1000 W  19TH                         ST,,"(33.7270, -118.2990)"
12/02/2015 12:00:00 AM,150625272,12/01/2015 12:00:00 AM,1918,06,Hollywood,0667,510,VEHICLE - STOLEN,IC,Invest Cont,         GORDON,   SUNSET                       BL,"(34.0981, -118.3201)"
12/02/2015 12:00:00 AM,150625305,12/01/2015 12:00:00 AM,2035,06,Hollywood,0645,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 7000 W  SUNSET                       BL,,"(34.0980, -118.3416)"
12/02/2015 12:00:00 AM,150625312,12/01/2015 12:00:00 AM,1600,06,Hollywood,0636,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 1700    WHITLEY                      AV,,"(34.1016, -118.3333)"
12/02/2015 12:00:00 AM,150625324,12/01/2015 12:00:00 AM,1900,06,Hollywood,0646,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 1600    COSMO                        ST,,"(34.0998, -118.3288)"
12/02/2015 12:00:00 AM,150625334,12/01/2015 12:00:00 AM,1700,06,Hollywood,0646,480,BIKE - STOLEN,IC,Invest Cont, 6300 W  SUNSET                       BL,,"(34.0980, -118.3267)"
12/02/2015 12:00:00 AM,150717856,12/01/2015 12:00:00 AM,1155,07,Wilshire,0765,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,         PICO                         BL,   BURNSIDE                     AV,"(34.0484, -118.3548)"
12/02/2015 12:00:00 AM,150717877,12/01/2015 12:00:00 AM,1830,07,Wilshire,0711,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,  400 N  FAIRFAX                      AV,,"(34.0782, -118.3614)"
12/02/2015 12:00:00 AM,150717883,12/01/2015 12:00:00 AM,2000,07,Wilshire,0737,310,BURGLARY,IC,Invest Cont,  400 S  LA BREA                      AV,,"(34.0669, -118.3440)"
12/02/2015 12:00:00 AM,150901631,12/01/2015 12:00:00 AM,1235,09,Van Nuys,0943,220,ATTEMPTED ROBBERY,IC,Invest Cont,14300    OXNARD                       ST,,"(34.1794, -118.4444)"
12/02/2015 12:00:00 AM,150901632,12/01/2015 12:00:00 AM,1800,09,Van Nuys,0966,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 5000    BUFFALO                      AV,,"(34.1619, -118.4301)"
12/02/2015 12:00:00 AM,150920505,12/01/2015 12:00:00 AM,2030,09,Van Nuys,0939,761,BRANDISH WEAPON,IC,Invest Cont, 6200    LONGRIDGE                    AV,,"(34.1831, -118.4214)"
12/02/2015 12:00:00 AM,150920509,12/01/2015 12:00:00 AM,2100,09,Van Nuys,0984,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,14600    VENTURA                      BL,,"(34.1513, -118.4509)"
12/02/2015 12:00:00 AM,150920511,12/01/2015 12:00:00 AM,1025,09,Van Nuys,0914,888,TRESPASSING,IC,Invest Cont,14700    VANOWEN                      ST,,"(34.1939, -118.4531)"
12/02/2015 12:00:00 AM,150920522,12/01/2015 12:00:00 AM,2210,09,Van Nuys,0952,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER",IC,Invest Cont, 5500    SEPULVEDA                    BL,,"(34.1703, -118.4662)"
12/02/2015 12:00:00 AM,150920523,12/01/2015 12:00:00 AM,2200,09,Van Nuys,0941,210,ROBBERY,IC,Invest Cont,         OXNARD,   SEPULVEDA                    BL,"(34.1794, -118.4662)"
12/02/2015 12:00:00 AM,150920528,12/01/2015 12:00:00 AM,0430,09,Van Nuys,0937,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 6200    WOODMAN                      AV,,"(34.1831, -118.4312)"
12/02/2015 12:00:00 AM,150920548,12/01/2015 12:00:00 AM,1900,09,Van Nuys,0938,330,BURGLARY FROM VEHICLE,IC,Invest Cont,13400    FRIAR                        ST,,"(34.1858, -118.4252)"
12/02/2015 12:00:00 AM,151018192,12/01/2015 12:00:00 AM,1230,10,West Valley,1017,510,VEHICLE - STOLEN,IC,Invest Cont,         SATICOY,   LOUISE,"(34.2084, -118.5099)"
12/02/2015 12:00:00 AM,151120516,12/01/2015 12:00:00 AM,1900,11,Northeast,1124,510,VEHICLE - STOLEN,IC,Invest Cont, 3200    DREW                         ST,,"(34.1186, -118.2450)"
12/02/2015 12:00:00 AM,151120517,12/01/2015 12:00:00 AM,2100,11,Northeast,1135,510,VEHICLE - STOLEN,IC,Invest Cont, 2600 W  AVENUE 35,,"(34.1146, -118.2350)"
12/02/2015 12:00:00 AM,151120531,12/01/2015 12:00:00 AM,1515,11,Northeast,1148,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,  400    WREN                         DR,,"(34.1028, -118.2086)"
12/02/2015 12:00:00 AM,151120533,12/01/2015 12:00:00 AM,1650,11,Northeast,1147,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 2800    ELM                          ST,,"(34.0982, -118.2325)"
12/02/2015 12:00:00 AM,151120534,12/01/2015 12:00:00 AM,1900,11,Northeast,1134,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 2700 N  SAN FERNANDO                 RD,,"(34.1096, -118.2422)"
12/02/2015 12:00:00 AM,151120536,12/01/2015 12:00:00 AM,1635,11,Northeast,1179,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,  100 E  AVENUE 42,,"(34.0937, -118.2092)"
12/02/2015 12:00:00 AM,151120539,12/01/2015 12:00:00 AM,2100,11,Northeast,1142,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,         RODNEY                       DR,   AVOCADO                      ST,"(34.1115, -118.2894)"
12/02/2015 12:00:00 AM,151226786,12/01/2015 12:00:00 AM,1645,12,77th Street,1268,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  100 W  84TH                         PL,,"(33.9624, -118.2739)"
12/02/2015 12:00:00 AM,151226792,12/01/2015 12:00:00 AM,1315,12,77th Street,1239,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,         61ST                         ST,   VERMONT                      AV,"(33.9846, -118.2915)"
12/02/2015 12:00:00 AM,151226793,12/01/2015 12:00:00 AM,1730,12,77th Street,1268,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  200 E  82ND                         ST,,"(33.9654, -118.2717)"
12/02/2015 12:00:00 AM,151226795,12/01/2015 12:00:00 AM,1850,12,77th Street,1249,210,ROBBERY,IC,Invest Cont,  600 W  FLORENCE                     AV,,"(33.9747, -118.2838)"
12/02/2015 12:00:00 AM,151226797,12/01/2015 12:00:00 AM,1800,12,77th Street,1249,510,VEHICLE - STOLEN,IC,Invest Cont,  600 W  63RD                         PL,,"(33.9819, -118.2838)"
12/02/2015 12:00:00 AM,151226800,12/01/2015 12:00:00 AM,2330,12,77th Street,1255,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 7300 S  NORMANDIE                    AV,,"(33.9737, -118.3003)"
12/02/2015 12:00:00 AM,151226810,12/01/2015 12:00:00 AM,2000,12,77th Street,1269,510,VEHICLE - STOLEN,IC,Invest Cont, 8500 S  SAN PEDRO                    ST,,"(33.9610, -118.2695)"
12/02/2015 12:00:00 AM,151226815,12/01/2015 12:00:00 AM,1730,12,77th Street,1232,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 5900    WEST                         BL,,"(33.9872, -118.3352)"
12/02/2015 12:00:00 AM,151226822,12/01/2015 12:00:00 AM,2300,12,77th Street,1252,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,         73RD                         ST,   5TH                          AV,"(33.9737, -118.3221)"
12/02/2015 12:00:00 AM,151322187,12/01/2015 12:00:00 AM,2237,13,Newton,1327,510,VEHICLE - STOLEN,IC,Invest Cont, 1500 E  22ND                         ST,,"(34.0189, -118.2481)"
12/02/2015 12:00:00 AM,151322199,12/01/2015 12:00:00 AM,0900,13,Newton,1362,901,VIOLATION OF RESTRAINING ORDER,IC,Invest Cont, 5100    WALL                         ST,,"(33.9965, -118.2718)"
12/02/2015 12:00:00 AM,151322212,12/01/2015 12:00:00 AM,1800,13,Newton,1323,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,  700 E  ADAMS                        BL,,"(34.0216, -118.2613)"
12/02/2015 12:00:00 AM,151322225,12/01/2015 12:00:00 AM,1600,13,Newton,1309,210,ROBBERY,IC,Invest Cont, 2000 E  7TH                          ST,,"(34.0346, -118.2323)"
12/02/2015 12:00:00 AM,151322235,12/01/2015 12:00:00 AM,0900,13,Newton,1367,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont, 1500 E  VERNON                       AV,,"(34.0039, -118.2477)"
12/02/2015 12:00:00 AM,151322236,12/01/2015 12:00:00 AM,2121,13,Newton,1309,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 2100 E  10TH                         ST,,"(34.0256, -118.2349)"
12/02/2015 12:00:00 AM,151429663,12/01/2015 12:00:00 AM,1530,14,Pacific,1467,310,BURGLARY,IC,Invest Cont, 5900 W  77TH                         PL,,"(33.9703, -118.3874)"
12/02/2015 12:00:00 AM,151429664,12/01/2015 12:00:00 AM,1330,14,Pacific,1497,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 5500 W  102ND                        ST,,"(33.9437, -118.3768)"
12/02/2015 12:00:00 AM,151429666,12/01/2015 12:00:00 AM,1430,14,Pacific,1473,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 7500    SHORE CLIFF                  DR,,"(33.9651, -118.4292)"
12/02/2015 12:00:00 AM,151429668,12/01/2015 12:00:00 AM,2000,14,Pacific,1444,510,VEHICLE - STOLEN,IC,Invest Cont,13600    MARINA POINTE                DR,,"(33.9857, -118.4435)"
12/02/2015 12:00:00 AM,151429701,12/01/2015 12:00:00 AM,0615,14,Pacific,1431,310,BURGLARY,IC,Invest Cont,   00    WINDWARD                     AV,,"(33.9875, -118.4726)"
12/02/2015 12:00:00 AM,151522584,12/01/2015 12:00:00 AM,1830,15,N Hollywood,1515,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 6800    HINDS                        AV,,"(34.1940, -118.3911)"
12/02/2015 12:00:00 AM,151522600,12/01/2015 12:00:00 AM,1230,15,N Hollywood,1549,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,10500    BURBANK                      BL,,"(34.1722, -118.3594)"
12/02/2015 12:00:00 AM,151522604,12/01/2015 12:00:00 AM,2355,15,N Hollywood,1533,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 6000    LAUREL CANYON                BL,,"(34.1794, -118.3965)"
12/02/2015 12:00:00 AM,151522615,12/01/2015 12:00:00 AM,2330,15,N Hollywood,1595,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 3900    CARPENTER                    AV,,"(34.1406, -118.3914)"
12/02/2015 12:00:00 AM,151522616,12/01/2015 12:00:00 AM,1615,15,N Hollywood,1553,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 4600    RADFORD                      AV,,"(34.1548, -118.3921)"
12/02/2015 12:00:00 AM,151522619,12/01/2015 12:00:00 AM,0750,15,N Hollywood,1529,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 6100    CARTWRIGHT                   AV,,"(34.1813, -118.3637)"
12/02/2015 12:00:00 AM,151522628,12/01/2015 12:00:00 AM,1800,15,N Hollywood,1515,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,         VOSE                         ST,   RADFORD                      AV,"(34.1985, -118.3921)"
12/02/2015 12:00:00 AM,151522630,12/01/2015 12:00:00 AM,0730,15,N Hollywood,1599,888,TRESPASSING,IC,Invest Cont, 6700    MULHOLLAND                   DR,,"(34.1230, -118.3423)"
12/02/2015 12:00:00 AM,151522636,12/01/2015 12:00:00 AM,2130,15,N Hollywood,1505,236,SPOUSAL (COHAB) ABUSE - AGGRAVATED ASSAULT,IC,Invest Cont,11400    SHERMAN                      WY,,"(34.2012, -118.3790)"
12/02/2015 12:00:00 AM,151616657,12/01/2015 12:00:00 AM,1930,16,Foothill,1681,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont, 8300    LAUREL CANYON                BL,,"(34.2217, -118.3965)"
12/02/2015 12:00:00 AM,151616685,12/01/2015 12:00:00 AM,0930,16,Foothill,1641,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,10000    LAUREL CANYON                BL,,"(34.2520, -118.4249)"
12/02/2015 12:00:00 AM,151719888,12/01/2015 12:00:00 AM,1700,17,Devonshire,1795,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 8600    BALBOA                       BL,,"(34.2267, -118.5026)"
12/02/2015 12:00:00 AM,151719891,12/01/2015 12:00:00 AM,2200,17,Devonshire,1745,510,VEHICLE - STOLEN,IC,Invest Cont,17300    CHATSWORTH                   ST,,"(34.2649, -118.5110)"
12/02/2015 12:00:00 AM,151719892,12/01/2015 12:00:00 AM,2200,17,Devonshire,1745,510,VEHICLE - STOLEN,IC,Invest Cont,17300    CHATSWORTH                   ST,,"(34.2649, -118.5110)"
12/02/2015 12:00:00 AM,151719910,12/01/2015 12:00:00 AM,0845,17,Devonshire,1747,330,BURGLARY FROM VEHICLE,IC,Invest Cont,16800    KINGSBURY                    ST,,"(34.2632, -118.4979)"
12/02/2015 12:00:00 AM,151719912,12/01/2015 12:00:00 AM,1700,17,Devonshire,1747,330,BURGLARY FROM VEHICLE,IC,Invest Cont,16800    KINGSBURY                    ST,,"(34.2632, -118.4979)"
12/02/2015 12:00:00 AM,151719914,12/01/2015 12:00:00 AM,1800,17,Devonshire,1747,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,16800    KINGSBURY                    ST,,"(34.2632, -118.4979)"
12/02/2015 12:00:00 AM,151801416,12/01/2015 12:00:00 AM,1145,18,Southeast,1841,236,SPOUSAL (COHAB) ABUSE - AGGRAVATED ASSAULT,IC,Invest Cont,  600 W  109TH                        PL,,"(33.9365, -118.2848)"
12/02/2015 12:00:00 AM,151821273,12/01/2015 12:00:00 AM,1130,18,Southeast,1806,310,BURGLARY,IC,Invest Cont,  600 E  89TH                         ST,,"(33.9556, -118.2651)"
12/02/2015 12:00:00 AM,151821275,12/01/2015 12:00:00 AM,1600,18,Southeast,1829,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,10000    GRAPE                        ST,,"(33.9457, -118.2367)"
12/02/2015 12:00:00 AM,151821276,12/01/2015 12:00:00 AM,1900,18,Southeast,1824,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  900 E  COLDEN                       AV,,"(33.9493, -118.2586)"
12/02/2015 12:00:00 AM,151821278,12/01/2015 12:00:00 AM,0730,18,Southeast,1838,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 2100    SANTA ANA                    BL,,"(33.9360, -118.2348)"
12/02/2015 12:00:00 AM,151821279,12/01/2015 12:00:00 AM,1210,18,Southeast,1801,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 8700 S  HOOVER                       ST,,"(33.9587, -118.2869)"
12/02/2015 12:00:00 AM,151821280,12/01/2015 12:00:00 AM,2045,18,Southeast,1824,520,VEHICLE - ATTEMPT STOLEN,IC,Invest Cont, 9700    MCKINLEY                     AV,,"(33.9484, -118.2608)"
12/02/2015 12:00:00 AM,151821288,12/01/2015 12:00:00 AM,2030,18,Southeast,1801,510,VEHICLE - STOLEN,IC,Invest Cont,  500 W  92ND                         ST,,"(33.9528, -118.2827)"
12/02/2015 12:00:00 AM,151821290,12/01/2015 12:00:00 AM,1330,18,Southeast,1831,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  500 W  127TH                        ST,,"(33.9176, -118.2828)"
12/02/2015 12:00:00 AM,151821297,12/01/2015 12:00:00 AM,2020,18,Southeast,1842,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,         111TH                        PL,   SPRING                       ST,"(33.9348, -118.2762)"
12/02/2015 12:00:00 AM,151821304,12/01/2015 12:00:00 AM,1430,18,Southeast,1824,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 9700 S  CENTRAL                      AV,,"(33.9483, -118.2541)"
12/02/2015 12:00:00 AM,151821319,12/01/2015 12:00:00 AM,1300,18,Southeast,1864,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,  800 E  116TH                        ST,,"(33.9292, -118.2604)"
12/02/2015 12:00:00 AM,151922703,12/01/2015 12:00:00 AM,1200,19,Mission,1966,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,14400    TERRA BELLA                  ST,,"(34.2378, -118.4465)"
12/02/2015 12:00:00 AM,151922709,12/01/2015 12:00:00 AM,1300,19,Mission,1961,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont, 9500    SEPULVEDA                    BL,,"(34.2428, -118.4675)"
12/02/2015 12:00:00 AM,151922711,12/01/2015 12:00:00 AM,2100,19,Mission,1995,210,ROBBERY,IC,Invest Cont,         VAN NUYS,   ARMINTA,"(34.2143, -118.4488)"
12/02/2015 12:00:00 AM,152019901,12/01/2015 12:00:00 AM,2200,20,Olympic,2039,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 3000    WILSHIRE                     BL,,"(34.0618, -118.2867)"
12/02/2015 12:00:00 AM,152019908,12/01/2015 12:00:00 AM,1715,20,Olympic,2058,330,BURGLARY FROM VEHICLE,IC,Invest Cont,  900    ELDEN                        AV,,"(34.0550, -118.2877)"
12/02/2015 12:00:00 AM,152019916,12/01/2015 12:00:00 AM,1800,20,Olympic,2025,510,VEHICLE - STOLEN,IC,Invest Cont,  300 S  ALEXANDRIA                   AV,,"(34.0691, -118.2979)"
12/02/2015 12:00:00 AM,152119529,12/01/2015 12:00:00 AM,2200,21,Topanga,2126,510,VEHICLE - STOLEN,IC,Invest Cont,         ROSCOE,   VARIEL,"(34.2199, -118.5929)"
12/02/2015 12:00:00 AM,152119530,12/01/2015 12:00:00 AM,1800,21,Topanga,2129,510,VEHICLE - STOLEN,IC,Invest Cont,19900    LANARK                       ST,,"(34.2180, -118.5667)"
12/02/2015 12:00:00 AM,152119540,12/01/2015 12:00:00 AM,1500,21,Topanga,2115,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 8200    OWENSMOUTH                   AV,,"(34.2176, -118.6016)"
12/02/2015 12:00:00 AM,152119543,12/01/2015 12:00:00 AM,1400,21,Topanga,2146,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,         BASSETT                      ST,   CANOGA                       AV,"(34.1956, -118.5975)"
12/02/2015 12:00:00 AM,150221879,11/30/2015 12:00:00 AM,1500,02,Rampart,0256,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 1600    WILSHIRE                     BL,,"(34.0554, -118.2702)"
12/02/2015 12:00:00 AM,150325752,11/30/2015 12:00:00 AM,2300,03,Southwest,0392,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 4800    8TH                          AV,,"(34.0000, -118.3258)"
12/02/2015 12:00:00 AM,150625336,11/30/2015 12:00:00 AM,0200,06,Hollywood,0628,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 1900    CARMEN                       AV,,"(34.1053, -118.3230)"
12/02/2015 12:00:00 AM,150920504,11/30/2015 12:00:00 AM,1600,09,Van Nuys,0976,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 4500    FULTON                       AV,,"(34.1522, -118.4225)"
12/02/2015 12:00:00 AM,150920524,11/30/2015 12:00:00 AM,1100,09,Van Nuys,0963,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,15200    MAGNOLIA                     BL,,"(34.1649, -118.4640)"
12/02/2015 12:00:00 AM,151018161,11/30/2015 12:00:00 AM,1300,10,West Valley,1028,354,THEFT OF IDENTITY,IC,Invest Cont,16800    VICTORY                      BL,,"(34.1866, -118.4992)"
12/02/2015 12:00:00 AM,151018180,11/30/2015 12:00:00 AM,1800,10,West Valley,1001,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 7800    VANALDEN                     AV,,"(34.2120, -118.5492)"
12/02/2015 12:00:00 AM,151018194,11/30/2015 12:00:00 AM,1500,10,West Valley,1003,354,THEFT OF IDENTITY,IC,Invest Cont,18500    ARMINTA                      ST,,"(34.2139, -118.5361)"
12/02/2015 12:00:00 AM,151226796,11/30/2015 12:00:00 AM,2130,12,77th Street,1283,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 2100 W  95TH                         ST,,"(33.9498, -118.3156)"
12/02/2015 12:00:00 AM,151522595,11/30/2015 12:00:00 AM,1000,15,N Hollywood,1503,661,UNAUTHORIZED COMPUTER ACCESS,IC,Invest Cont, 7300    LAUREL CANYON                BL,,"(34.2031, -118.3965)"
12/02/2015 12:00:00 AM,151522601,11/30/2015 12:00:00 AM,1900,15,N Hollywood,1591,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,12100    HOLLYGLEN                    PL,,"(34.1399, -118.3963)"
12/02/2015 12:00:00 AM,151719899,11/30/2015 12:00:00 AM,1530,17,Devonshire,1756,888,TRESPASSING,IC,Invest Cont,17700    MERRIDY                      ST,,"(34.2522, -118.5198)"
12/02/2015 12:00:00 AM,151719918,11/30/2015 12:00:00 AM,1600,17,Devonshire,1764,310,BURGLARY,IC,Invest Cont,19600    LASSEN                       ST,,"(34.2500, -118.5601)"
12/02/2015 12:00:00 AM,151719920,11/30/2015 12:00:00 AM,2200,17,Devonshire,1794,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,18400    MALDEN                       ST,,"(34.2255, -118.5333)"
12/02/2015 12:00:00 AM,151719928,11/30/2015 12:00:00 AM,1000,17,Devonshire,1785,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,         SUNBURST,   YOLANDA,"(34.2346, -118.5403)"
12/02/2015 12:00:00 AM,151821302,11/30/2015 12:00:00 AM,0600,18,Southeast,1822,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,  100 E  101ST                        ST,,"(33.9447, -118.2739)"
12/02/2015 12:00:00 AM,151821305,11/30/2015 12:00:00 AM,1140,18,Southeast,1801,946,OTHER MISCELLANEOUS CRIME,AA,Adult Arrest, 8800 S  HOOVER                       ST,,"(33.9580, -118.2869)"
12/02/2015 12:00:00 AM,151821309,11/30/2015 12:00:00 AM,2000,18,Southeast,1801,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,         88TH,   VERMONT,"(33.9580, -118.2915)"
12/02/2015 12:00:00 AM,151922704,11/30/2015 12:00:00 AM,1200,19,Mission,1974,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 8900    TOBIAS                       AV,,"(34.2318, -118.4516)"
